Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree
4188,SBAgov,,6,0.000194,0,0,0,0,2,0,2
4189,ENERGY,,6,0.000196,0,0,0,0,6,0,6
4190,USUN,,6,0.000194,0,0,0,0,2,0,2
4191,Scavino45,,6,0.00021,0,0,0,0,3,0,3
4192,PressSec,,6,0.000211,0,0,0,0,4,0,4
4193,Astro_Gee,,7,0.000189,0,0,0,0,2,0,2
4194,TEDxNASA,,1,0.000189,0,0,0,0,4,0,4
4195,xkcd,,5,0.000188,0,0,0,0,2,0,2
4196,cyantist,,1,0.000188,0,0,0,0,2,0,2
4197,shivon,,2,0.000193,0,0,0,0,2,0,2
4198,jimmy_wales,,1,0.000189,0,0,0,0,2,0,2
4199,UniverCurious,,2,0.000193,0,0,0,0,2,0,2
4200,physicsJ,,3,0.000189,0,0,0,0,3,0,3
4201,salimismail,,1,0.000189,0,0,0,0,3,0,3
4202,Blklivesmatter,,2,0.000193,0,0,0,0,2,0,2
4203,sarahcpr,,2,0.000189,0,0,0,0,2,0,2
4204,katrosenfield,,2,0.00019,0,0,0,0,2,0,2
4205,AOC,,5,0.000191,0,0,0,0,3,0,3
4206,paulg,,1,0.000189,0,0,0,0,2,0,2
4207,Rainmaker1973,,5,0.000188,0,0,0,0,2,0,2
4208,hitRECordJoe,,2,0.00019,0,0,0,0,3,0,3
4209,dwallacewells,,2,0.000189,0,0,0,0,2,0,2
4210,AndreaCoravos,,2,0.000188,0,0,0,0,2,0,2
4211,RealRonHoward,,2,0.000193,0,0,0,0,6,0,6
4212,slatestarcodex,,2,0.000193,0,0,0,0,2,0,2
4213,SciShow,,2,0.000188,0,0,0,0,2,0,2
4214,minutephysics,,2,0.000188,0,0,0,0,2,0,2
4215,fermatslibrary,,2,0.000193,0,0,0,0,2,0,2
4216,EricRWeinstein,,1,0.000189,0,0,0,0,2,0,2
4217,womensmarch,,2,0.000189,0,0,0,0,2,0,2
4218,HardcoreHistory,,2,0.000193,0,0,0,0,2,0,2
4219,HistoryInPics,,2,0.000193,0,0,0,0,2,0,2
4220,DeepMind,,2,0.000193,0,0,0,0,2,0,2
4221,TonyRobbins,,1,0.000189,0,0,0,0,2,0,2
4222,stewartbrand,,2,0.000188,0,0,0,0,2,0,2
4223,arrington,,1,0.000189,0,0,0,0,3,0,3
4224,ramez,,1,0.000189,0,0,0,0,2,0,2
4225,Lin_Manuel,,2,0.000189,0,0,0,0,3,0,3
4226,reidhoffman,,1,0.000189,0,0,0,0,2,0,2
4227,jeancase,,1,0.000195,0,0,0,0,2,0,2
4228,singularityhub,,1,0.000189,0,0,0,0,3,0,3
4229,atlasobscura,,2,0.000193,0,0,0,0,2,0,2
4230,avantgame,,1,0.000188,0,0,0,0,2,0,2
4231,katiecouric,,2,0.000189,0,0,0,0,2,0,2
4232,Borthwick,,1,0.000189,0,0,0,0,2,0,2
4233,veritasium,,5,0.000191,0,0,0,0,3,0,3
4234,pschiller,,1,0.000189,0,0,0,0,2,0,2
4235,xkcdComic,,2,0.000194,0,0,0,0,4,0,4
4236,Snowden,,2,0.000195,0,0,0,0,2,0,2
4237,sama,,1,0.000189,0,0,0,0,2,0,2
4238,sacca,,1,0.000188,0,0,0,0,2,0,2
4239,Jason,,2,0.000194,0,0,0,0,2,0,2
4240,byjacobward,,1,0.000188,0,0,0,0,3,0,3
4241,gavinpurcell,,2,0.000189,0,0,0,0,2,0,2
4242,GraceParra360,,2,0.000189,0,0,0,0,2,0,2
4243,PeterGuber,,1,0.000188,0,0,0,0,2,0,2
4244,BoredElonMusk,,1,0.000189,0,0,0,0,2,0,2
4245,ericries,,1,0.000189,0,0,0,0,2,0,2
4246,Zappos,,1,0.000188,0,0,0,0,2,0,2
4247,cgpgrey,,2,0.000193,0,0,0,0,2,0,2
4248,kevinrose,,1,0.000188,0,0,0,0,2,0,2
4249,RichardDawkins,,2,0.000197,0,0,0,0,3,0,3
4250,kevin2kelly,,1,0.000189,0,0,0,0,2,0,2
4251,JasonSilva,,1,0.000189,0,0,0,0,3,0,3
4252,aubreydegrey,,1,0.000189,0,0,0,0,2,0,2
4253,GaryMarcus,,2,0.000188,0,0,0,0,2,0,2
4254,brainpicker,,1,0.000188,0,0,0,0,2,0,2
4255,sapinker,,1,0.000189,0,0,0,0,2,0,2
4256,TheOnion,,2,0.000194,0,0,0,0,3,0,3
4257,tferriss,,2,0.000191,0,0,0,0,3,0,3
4258,gruber,,1,0.000188,0,0,0,0,2,0,2
4259,tweetsauce,,3,0.000189,0,0,0,0,4,0,4
4260,jasonfried,,1,0.000188,0,0,0,0,2,0,2
4261,dhh,,1,0.000188,0,0,0,0,2,0,2
4262,Kurz_Gesagt,,1,0.000188,0,0,0,0,2,0,2
4263,chrisrock,,2,0.000191,0,0,0,0,3,0,3
4264,UberFacts,,2,0.000189,0,0,0,0,2,0,2
4265,StephenKing,,2,0.00019,0,0,0,0,3,0,3
4266,robdelaney,,2,0.00019,0,0,0,0,2,0,2
4267,Gladwell,,1,0.000189,0,0,0,0,2,0,2
4268,Oatmeal,,2,0.000195,0,0,0,0,5,0,5
4269,Visually,,2,0.000188,0,0,0,0,2,0,2
4270,Upworthy,,2,0.000189,0,0,0,0,2,0,2
4271,ThisIsSethsBlog,,1,0.000189,0,0,0,0,2,0,2
4272,BuzzFeed,,2,0.000189,0,0,0,0,2,0,2
4273,ScienceWriters,,3,0.000188,0,0,0,0,2,0,2
4274,rachelkaras,,6,0.000188,0,0,0,0,3,0,3
4275,DoDHealth,,6,0.000188,0,0,0,0,2,0,2
4276,WrightPattAFB,,6,0.000188,0,0,0,0,2,0,2
4277,DoD_DHA,,6,0.000188,0,0,0,0,2,0,2
4278,FierceBiotech,,1,0.000188,0,0,0,0,2,0,2
4279,BenFeist,,1,0.000195,0,0,0,0,2,0,2
4280,amhistorymuseum,,4,0.000189,0,0,0,0,4,0,4
4281,nresearchnews,,1,0.000188,0,0,0,0,2,0,2
4282,AF_SBIR_STTR,,6,0.000188,0,0,0,0,2,0,2
4283,TheFranklin,,4,0.000189,0,0,0,0,4,0,4
4284,Ames_Laboratory,,1,0.000188,0,0,0,0,2,0,2
4285,MARSOCofficial,,6,0.000188,0,0,0,0,2,0,2
4286,USASOCNews,,6,0.000188,0,0,0,0,2,0,2
4287,US5thFleet,,6,0.000188,0,0,0,0,2,0,2
4288,USForcesKorea,,6,0.000188,0,0,0,0,2,0,2
4289,FtBraggNC,,6,0.000188,0,0,0,0,2,0,2
4290,CJTFHOA,,6,0.000189,0,0,0,0,3,0,3
4291,doddtra,,6,0.000188,0,0,0,0,2,0,2
4292,101stAASLTDIV,,6,0.000188,0,0,0,0,2,0,2
4293,DefenseMediaAct,,6,0.000189,0,0,0,0,3,0,3
4294,USARPAC,,6,0.000188,0,0,0,0,2,0,2
4295,USArmyNorth,,6,0.000188,0,0,0,0,2,0,2
4296,europedistrict,,6,0.000188,0,0,0,0,2,0,2
4297,SecArmyPAO,,6,0.000188,0,0,0,0,2,0,2
4298,camp_lejeune,,6,0.000188,0,0,0,0,2,0,2
4299,InnovationBoard,,6,0.000188,0,0,0,0,2,0,2
4300,HowStuffWorks,,1,0.000188,0,0,0,0,2,0,2
4301,WHOI,,6,0.00019,0,0,0,0,2,0,2
4302,Neuro_Skeptic,,2,0.000193,0,0,0,0,2,0,2
4303,FDL_AI,,1,0.000188,0,0,0,0,3,0,3
4304,FedCitSci,,6,0.00019,0,0,0,0,2,0,2
4305,motorbikematt,,1,0.000188,0,0,0,0,4,0,4
4306,NSFSBIR,,1,0.000188,0,0,0,0,2,0,2
4307,AltiusSpace,,3,0.000188,0,0,0,0,3,0,3
4308,humanlongevity,,1,0.000188,0,0,0,0,2,0,2
4309,iraflatow,,5,0.000188,0,0,0,0,2,0,2
4310,NBCNewsScience,,5,0.000188,0,0,0,0,2,0,2
4311,USCViterbi,,1,0.000188,0,0,0,0,2,0,2
4312,Scripps_Ocean,,1,0.000189,0,0,0,0,4,0,4
4313,JATetro,,2,0.000189,0,0,0,0,2,0,2
4314,STEM_Scouts,,1,0.000188,0,0,0,0,2,0,2
4315,CosmosMagazine,,1,0.000188,0,0,0,0,2,0,2
4316,imperialcollege,,0,0.000188,0,0,0,0,2,0,2
4317,PNNLab,,1,0.000188,0,0,0,0,2,0,2
4318,TheScientistLLC,,1,0.000188,0,0,0,0,2,0,2
4319,VeteransHealth,,6,0.000189,0,0,0,0,3,0,3
4320,VolpeUSDOT,,4,0.000189,0,0,0,0,2,0,2
4321,CDCGlobal,,6,0.000188,0,0,0,0,2,0,2
4322,ComputerHistory,,1,0.000188,0,0,0,0,2,0,2
4323,ColumbiaScience,,1,0.000188,0,0,0,0,2,0,2
4324,DrBobHariri,,1,0.000188,0,0,0,0,2,0,2
4325,SurfaceWarriors,,6,0.000189,0,0,0,0,3,0,3
4326,NAVSEA,,6,0.000188,0,0,0,0,2,0,2
4327,medical_xpress,,2,0.000193,0,0,0,0,2,0,2
4328,sciencecomedian,,2,0.000195,0,0,0,0,4,0,4
4329,republicofmath,,2,0.000194,0,0,0,0,2,0,2
4330,USACEHQ,,6,0.000188,0,0,0,0,2,0,2
4331,SallyRideSci,,4,0.000189,0,0,0,0,5,0,5
4332,StateDeptPM,,6,0.000189,0,0,0,0,3,0,3
4333,rossdawson,,1,0.000188,0,0,0,0,2,0,2
4334,KernelCo,,1,0.000188,0,0,0,0,2,0,2
4335,HakeemOluseyi,,5,0.000188,0,0,0,0,2,0,2
4336,DrStarson,,1,0.000188,0,0,0,0,2,0,2
4337,TheHackersNews,,2,0.000193,0,0,0,0,2,0,2
4338,WRBethesda,,6,0.000189,0,0,0,0,3,0,3
4339,SBPdiscovery,,1,0.000188,0,0,0,0,2,0,2
4340,emulateinc,,1,0.000188,0,0,0,0,2,0,2
4341,EITeu,,0,0.000188,0,0,0,0,2,0,2
4342,DefenseDigital,,6,0.000189,0,0,0,0,3,0,3
4343,make,,1,0.000189,0,0,0,0,5,0,5
4344,AirForceT3,,6,0.000188,0,0,0,0,2,0,2
4345,LTGDingle,,6,0.000188,0,0,0,0,2,0,2
4346,bryan_johnson,,1,0.000188,0,0,0,0,3,0,3
4347,CarnegieMellon,,4,0.000192,0,0,0,0,4,0,4
4348,MoNscience,,1,0.000195,0,0,0,0,2,0,2
4349,ivan_amato,,1,0.000188,0,0,0,0,2,0,2
4350,JPL_Technology,,1,0.000188,0,0,0,0,2,0,2
4351,iansample,,0,0.000188,0,0,0,0,2,0,2
4352,geochurch,,1,0.000188,0,0,0,0,2,0,2
4353,RyanBethencourt,,1,0.000188,0,0,0,0,2,0,2
4354,mdichristina,,5,0.000188,0,0,0,0,4,0,4
4355,IDLofficial,,0,0.000188,0,0,0,0,3,0,3
4356,JohnNosta,,1,0.000188,0,0,0,0,2,0,2
4357,GENRayOdierno,,6,0.000189,0,0,0,0,3,0,3
4358,NovaWurks,,3,0.000188,0,0,0,0,3,0,3
4359,IEEEembs,,1,0.000188,0,0,0,0,2,0,2
4360,FutureCrimes,,1,0.000188,0,0,0,0,2,0,2
4361,johncolucci,,2,0.000188,0,0,0,0,2,0,2
4362,SynBioBeta,,1,0.000188,0,0,0,0,2,0,2
4363,NautilusMag,,5,0.000188,0,0,0,0,2,0,2
4364,HHMINEWS,,1,0.000188,0,0,0,0,2,0,2
4365,Bill_Gross,,1,0.000188,0,0,0,0,2,0,2
4366,EPAresearch,,1,0.000188,0,0,0,0,2,0,2
4367,Phil44,,3,0.000189,0,0,0,0,4,0,4
4368,PostMilitary,,6,0.000189,0,0,0,0,3,0,3
4369,JoeIngeno,,1,0.000188,0,0,0,0,2,0,2
4370,novapbs,,4,0.000189,0,0,0,0,2,0,2
4371,LMartinezABC,,6,0.000188,0,0,0,0,2,0,2
4372,Dina_Maron,,1,0.000195,0,0,0,0,2,0,2
4373,SenSanders,,6,0.000193,0,0,0,0,5,0,5
4374,smallwars,,6,0.000188,0,0,0,0,2,0,2
4375,troywolv,,1,0.000188,0,0,0,0,2,0,2
4376,science360,,1,0.000188,0,0,0,0,2,0,2
4377,sciencegoddess,,1,0.000188,0,0,0,0,3,0,3
4378,MazzucatoM,,0,0.000188,0,0,0,0,2,0,2
4379,BrookhavenLab,,1,0.000188,0,0,0,0,2,0,2
4380,JLVernonPhD,,1,0.000188,0,0,0,0,2,0,2
4381,FastCoImpact,,2,0.000193,0,0,0,0,2,0,2
4382,CommonCenser,,6,0.000189,0,0,0,0,2,0,2
4383,RepJudyChu,,5,0.000188,0,0,0,0,2,0,2
4384,RepMikeHonda,,5,0.000188,0,0,0,0,2,0,2
4385,RepAnnaEshoo,,1,0.000188,0,0,0,0,2,0,2
4386,PittEngineering,,1,0.000188,0,0,0,0,2,0,2
4387,JeanneHolm,,1,0.000188,0,0,0,0,4,0,4
4388,AAAS_GR,,5,0.000188,0,0,0,0,2,0,2
4389,CUBoulder,,3,0.000188,0,0,0,0,2,0,2
4390,RocketCaley,,1,0.000189,0,0,0,0,3,0,3
4391,FrostScience,,1,0.000188,0,0,0,0,2,0,2
4392,Honeybee_Ltd,,5,0.000188,0,0,0,0,2,0,2
4393,ORNL,,1,0.000188,0,0,0,0,2,0,2
4394,nasahackspace,,1,0.000188,0,0,0,0,2,0,2
4395,stephengillett,,1,0.000188,0,0,0,0,2,0,2
4396,USAASC,,6,0.000188,0,0,0,0,2,0,2
4397,SCSatCMU,,1,0.000188,0,0,0,0,2,0,2
4398,jkelly3rd,,1,0.000188,0,0,0,0,2,0,2
4399,FuturityNews,,1,0.000188,0,0,0,0,2,0,2
4400,BerkeleyLab,,1,0.000188,0,0,0,0,2,0,2
4401,CCDCSoldier,,6,0.000188,0,0,0,0,2,0,2
4402,ArmyCIOG6,,6,0.000188,0,0,0,0,2,0,2
4403,DOLORESVESTRICH,,1,0.000188,0,0,0,0,2,0,2
4404,StanfordMed,,1,0.000188,0,0,0,0,2,0,2
4405,rocketman528,,4,0.000189,0,0,0,0,5,0,5
4406,classicmasterw,,1,0.000188,0,0,0,0,2,0,2
4407,AirForceGC,,6,0.000188,0,0,0,0,2,0,2
4408,DODASSMC,,6,0.000189,0,0,0,0,3,0,3
4409,NIHDirector,,1,0.000188,0,0,0,0,2,0,2
4410,WHLive,,6,0.000192,0,0,0,0,5,0,5
4411,WHLive44,,5,0.00019,0,0,0,0,2,0,2
4412,blog44,,6,0.00019,0,0,0,0,2,0,2
4413,AFHSBPAGE,,6,0.000188,0,0,0,0,2,0,2
4414,Elise_Andrew,,5,0.000188,0,0,0,0,3,0,3
4415,pewenvironment,,6,0.00019,0,0,0,0,2,0,2
4416,wyssinstitute,,1,0.000188,0,0,0,0,2,0,2
4417,KristenFitzpat1,,6,0.000188,0,0,0,0,2,0,2
4418,federallabs,,1,0.000189,0,0,0,0,3,0,3
4419,CCDC_C5ISR,,6,0.000189,0,0,0,0,3,0,3
4420,USArmyReserve,,6,0.00019,0,0,0,0,4,0,4
4421,fyietc,,1,0.000188,0,0,0,0,2,0,2
4422,STEMconnector,,1,0.000188,0,0,0,0,2,0,2
4423,DLAMIL,,6,0.000189,0,0,0,0,3,0,3
4424,chakafattah,,1,0.000188,0,0,0,0,2,0,2
4425,MilitaryHealth,,6,0.000189,0,0,0,0,3,0,3
4426,JeffHolton,,1,0.000188,0,0,0,0,2,0,2
4427,uwengineering,,1,0.000188,0,0,0,0,2,0,2
4428,joergheber,,1,0.000188,0,0,0,0,2,0,2
4429,OSTIGOV,,1,0.000188,0,0,0,0,2,0,2
4430,INL,,4,0.000189,0,0,0,0,2,0,2
4431,uspto,,6,0.000189,0,0,0,0,2,0,2
4432,jeremyhsu,,1,0.000188,0,0,0,0,3,0,3
4433,NavyMedicine,,6,0.000188,0,0,0,0,2,0,2
4434,dhsscitech,,4,0.000189,0,0,0,0,3,0,3
4435,medicalmuseum,,6,0.000188,0,0,0,0,2,0,2
4436,GlenGilmore,,1,0.000188,0,0,0,0,2,0,2
4437,LillyTrials,,1,0.000188,0,0,0,0,2,0,2
4438,ArmyMedicine,,6,0.000189,0,0,0,0,3,0,3
4439,MITREcorp,,3,0.000188,0,0,0,0,2,0,2
4440,DoDNatRes,,6,0.000188,0,0,0,0,2,0,2
4441,Sciencegov,,6,0.00019,0,0,0,0,2,0,2
4442,Materials_MRS,,1,0.000188,0,0,0,0,2,0,2
4443,CNETNews,,4,0.000191,0,0,0,0,5,0,5
4444,ARCYBER,,6,0.000188,0,0,0,0,2,0,2
4445,NIH_NIAMS,,1,0.000188,0,0,0,0,2,0,2
4446,NSTA,,1,0.000188,0,0,0,0,4,0,4
4447,USNavyResearch,,6,0.000188,0,0,0,0,2,0,2
4448,AlecJRoss,,6,0.000188,0,0,0,0,2,0,2
4449,NIH,,1,0.000188,0,0,0,0,2,0,2
4450,WalterReedArmy,,6,0.000188,0,0,0,0,2,0,2
4451,airforcelive,,6,0.000188,0,0,0,0,2,0,2
4452,simpleexplorers,,1,0.000188,0,0,0,0,3,0,3
4453,Caitlin_Burns,,1,0.000188,0,0,0,0,2,0,2
4454,hukuzatuna,,1,0.000188,0,0,0,0,2,0,2
4455,IPLawMarcos,,1,0.000188,0,0,0,0,2,0,2
4456,jenngustetic,,1,0.000188,0,0,0,0,3,0,3
4457,robotcast,,1,0.000188,0,0,0,0,2,0,2
4458,usarmyccdc,,6,0.000188,0,0,0,0,2,0,2
4459,mikeallen,,0,0.000188,0,0,0,0,2,0,2
4460,Karenshea,,1,0.000188,0,0,0,0,2,0,2
4461,ericoguizzo,,1,0.000188,0,0,0,0,2,0,2
4462,USNSComfort,,6,0.000188,0,0,0,0,2,0,2
4463,ONDCP44,,6,0.000188,0,0,0,0,2,0,2
4464,SECNAV,,6,0.000189,0,0,0,0,3,0,3
4465,CBP,,6,0.000189,0,0,0,0,3,0,3
4466,FORSCOM,,6,0.00019,0,0,0,0,4,0,4
4467,TRADOC,,6,0.000189,0,0,0,0,3,0,3
4468,huntsvillealcoc,,3,0.000188,0,0,0,0,2,0,2
4469,spacegirlsean,,1,0.000188,0,0,0,0,3,0,3
4470,soldiersangels,,6,0.000188,0,0,0,0,2,0,2
4471,SoldiersMag,,6,0.000188,0,0,0,0,2,0,2
4472,jack_holt,,6,0.000188,0,0,0,0,3,0,3
4473,AeroDefMfg,,1,0.000188,0,0,0,0,2,0,2
4474,defensetweets,,6,0.000188,0,0,0,0,2,0,2
4475,AFRLDE,,6,0.000188,0,0,0,0,2,0,2
4476,eeekster,,1,0.000188,0,0,0,0,2,0,2
4477,Kylepres,,1,0.000188,0,0,0,0,2,0,2
4478,kuprikov,,1,0.000188,0,0,0,0,2,0,2
4479,jsalsman,,1,0.000188,0,0,0,0,2,0,2
4480,EPAblog,,6,0.000189,0,0,0,0,2,0,2
4481,TravelGov,,6,0.00019,0,0,0,0,4,0,4
4482,ChallengeGov,,6,0.000189,0,0,0,0,3,0,3
4483,DEAHQ,,6,0.000189,0,0,0,0,2,0,2
4484,cyber,,6,0.000189,0,0,0,0,2,0,2
4485,FLGuard,,6,0.000189,0,0,0,0,2,0,2
4486,femaregion4,,6,0.000189,0,0,0,0,2,0,2
4487,HoustonChron,,2,0.00019,0,0,0,0,4,0,4
4488,MilitaryOfficer,,6,0.000189,0,0,0,0,2,0,2
4489,simplymeasured,,6,0.000189,0,0,0,0,3,0,3
4490,SecretService,,6,0.00019,0,0,0,0,3,0,3
4491,GreatGovTweets,,2,0.00019,0,0,0,0,3,0,3
4492,APStylebook,,6,0.000189,0,0,0,0,2,0,2
4493,TSA,,1,0.000198,0,0,0,0,3,0,3
4494,USCGHawaiiPac,,6,0.000189,0,0,0,0,2,0,2
4495,NTASAlerts,,6,0.000189,0,0,0,0,2,0,2
4496,FEMA_Pete,,6,0.000191,0,0,0,0,2,0,2
4497,NOAAOceanToday,,6,0.000192,0,0,0,0,3,0,3
4498,cspan,,6,0.000189,0,0,0,0,2,0,2
4499,latimes,,1,0.000199,0,0,0,0,6,0,6
4500,Snoopy,,4,0.00019,0,0,0,0,2,0,2
4501,NWSNHC,,4,0.000192,0,0,0,0,4,0,4
4502,trainastronaut,,0,0.000189,0,0,0,0,2,0,2
4503,EarthKAM_Live,,4,0.000192,0,0,0,0,5,0,5
4504,Volkov_ISS,,4,0.000192,0,0,0,0,6,0,6
4505,NASA3DPrinter,,3,0.000189,0,0,0,0,3,0,3
4506,K12FutureE,,2,0.00019,0,0,0,0,3,0,3
4507,KSC_MOCOP,,4,0.00019,0,0,0,0,5,0,5
4508,StoryTimeSpace,,1,0.000189,0,0,0,0,2,0,2
4509,ARISS_status,,4,0.00019,0,0,0,0,4,0,4
4510,AMSISS,,4,0.000192,0,0,0,0,5,0,5
4511,NASA_Images,,4,0.000193,0,0,0,0,8,0,8
4512,CalGuard,,1,0.000196,0,0,0,0,2,0,2
4513,FOXLA,,1,0.000196,0,0,0,0,2,0,2
4514,LAKings,,1,0.000196,0,0,0,0,2,0,2
4515,RepMaxineWaters,,1,0.000196,0,0,0,0,2,0,2
4516,OCWeekly,,1,0.000196,0,0,0,0,2,0,2
4517,flyLAXairport,,1,0.000196,0,0,0,0,2,0,2
4518,metrolosangeles,,1,0.000196,0,0,0,0,2,0,2
4519,RepKarenBass,,1,0.000196,0,0,0,0,2,0,2
4520,ascendspace,,3,0.000188,0,0,0,0,2,0,2
4521,felixandpaul,,3,0.000188,0,0,0,0,2,0,2
4522,CarnegieSciCtr,,1,0.000188,0,0,0,0,2,0,2
4523,_DanielFaber_,,1,0.000188,0,0,0,0,2,0,2
4524,OrbitFab,,3,0.000188,0,0,0,0,2,0,2
4525,3M,,2,0.000188,0,0,0,0,2,0,2
4526,mwilkinson3,,1,0.000188,0,0,0,0,2,0,2
4527,ncspacegrant,,3,0.000188,0,0,0,0,2,0,2
4528,KaplanSchiller,,3,0.000188,0,0,0,0,2,0,2
4529,astronematode,,3,0.000188,0,0,0,0,2,0,2
4530,genesinspace,,1,0.000188,0,0,0,0,2,0,2
4531,microgrx,,3,0.000188,0,0,0,0,2,0,2
4532,earthsciweek,,1,0.000188,0,0,0,0,2,0,2
4533,NatGeoExplorers,,1,0.000195,0,0,0,0,2,0,2
4534,BillRosemann,,2,0.000189,0,0,0,0,2,0,2
4535,TwitterVideo,,1,0.000188,0,0,0,0,2,0,2
4536,QB50Mission,,3,0.000188,0,0,0,0,2,0,2
4537,orlandoscience,,1,0.000188,0,0,0,0,2,0,2
4538,JamesGunn,,2,0.000189,0,0,0,0,2,0,2
4539,Tomatosphere,,1,0.000188,0,0,0,0,2,0,2
4540,Marvel,,2,0.000189,0,0,0,0,2,0,2
4541,AstraZenecaUS,,6,0.000188,0,0,0,0,2,0,2
4542,boyscouts,,1,0.000189,0,0,0,0,2,0,2
4543,STMSAT11,,3,0.000188,0,0,0,0,2,0,2
4544,EricTopol,,1,0.000188,0,0,0,0,2,0,2
4545,Nickelodeon,,2,0.000189,0,0,0,0,2,0,2
4546,googlescifair,,1,0.000188,0,0,0,0,3,0,3
4547,AstroWendyL,,1,0.000188,0,0,0,0,2,0,2
4548,NatGeoPhotos,,1,0.0002,0,0,0,0,9,0,9
4549,naturalsciences,,1,0.000188,0,0,0,0,2,0,2
4550,repdonnaedwards,,5,0.000188,0,0,0,0,2,0,2
4551,astro_pi,,1,0.000188,0,0,0,0,2,0,2
4552,BASFCorporation,,3,0.000188,0,0,0,0,2,0,2
4553,IDODI,,3,0.000188,0,0,0,0,3,0,3
4554,WorldSciFest,,2,0.000189,0,0,0,0,5,0,5
4555,scicheer,,3,0.000189,0,0,0,0,4,0,4
4556,RachelFeltman,,5,0.000188,0,0,0,0,2,0,2
4557,RocketCenterUSA,,3,0.000188,0,0,0,0,3,0,3
4558,MAKERSwomen,,1,0.000191,0,0,0,0,2,0,2
4559,NASAScienceCast,,4,0.00019,0,0,0,0,4,0,4
4560,ardulab,,1,0.000188,0,0,0,0,2,0,2
4561,NatGeoEducation,,1,0.000195,0,0,0,0,3,0,3
4562,BIOConvention,,1,0.000189,0,0,0,0,2,0,2
4563,ad_astra2,,1,0.000189,0,0,0,0,4,0,4
4564,Dan_Hendrickson,,3,0.000188,0,0,0,0,2,0,2
4565,AzMNH,,1,0.000188,0,0,0,0,2,0,2
4566,bgreene,,5,0.000188,0,0,0,0,2,0,2
4567,uarizona,,1,0.000188,0,0,0,0,2,0,2
4568,CuriousKaryn,,1,0.000188,0,0,0,0,2,0,2
4569,GwenGriffin,,3,0.000188,0,0,0,0,2,0,2
4570,GoldenSpikeCo,,3,0.000188,0,0,0,0,4,0,4
4571,TeachFromSpace,,1,0.000188,0,0,0,0,3,0,3
4572,iamwill,,4,0.00019,0,0,0,0,5,0,5
4573,casey_stedman,,3,0.000188,0,0,0,0,2,0,2
4574,OmegaEnvoy,,3,0.000188,0,0,0,0,3,0,3
4575,PayloadWrangler,,3,0.000188,0,0,0,0,3,0,3
4576,drsanjaygupta,,2,0.000188,0,0,0,0,2,0,2
4577,NASA_GESDISC,,1,0.000189,0,0,0,0,3,0,3
4578,LaRCTechGateway,,1,0.000189,0,0,0,0,2,0,2
4579,EarthPic,,1,0.000188,0,0,0,0,2,0,2
4580,fiskeplanet,,1,0.000189,0,0,0,0,3,0,3
4581,sedsucf,,1,0.000188,0,0,0,0,2,0,2
4582,AMNH,,1,0.000191,0,0,0,0,4,0,4
4583,TheLeakeyFndtn,,1,0.000188,0,0,0,0,2,0,2
4584,PhysicsWorld,,4,0.000189,0,0,0,0,2,0,2
4585,NASAAirborne,,1,0.000189,0,0,0,0,3,0,3
4586,twcspacewx,,1,0.000188,0,0,0,0,3,0,3
4587,365DaysOfAstro,,4,0.00019,0,0,0,0,4,0,4
4588,sarahmworthy,,1,0.000188,0,0,0,0,2,0,2
4589,IntrepidMuseum,,2,0.00019,0,0,0,0,4,0,4
4590,AdlerPlanet,,1,0.000191,0,0,0,0,6,0,6
4591,LEGO_Education,,1,0.000188,0,0,0,0,2,0,2
4592,jodrellbank,,1,0.000188,0,0,0,0,3,0,3
4593,LASM,,1,0.000188,0,0,0,0,2,0,2
4594,SpaceSnob,,3,0.000188,0,0,0,0,3,0,3
4595,SpacePrizes,,1,0.000188,0,0,0,0,2,0,2
4596,arcaspace,,3,0.000188,0,0,0,0,2,0,2
4597,DiscoveryEd,,1,0.000189,0,0,0,0,4,0,4
4598,feliciaday,,2,0.000194,0,0,0,0,9,0,9
4599,questforstars,,3,0.000188,0,0,0,0,2,0,2
4600,LPItoday,,4,0.00019,0,0,0,0,5,0,5
4601,spaceelevator,,3,0.000188,0,0,0,0,3,0,3
4602,UKSpaceLab,,3,0.000188,0,0,0,0,2,0,2
4603,sdipippo,,1,0.000188,0,0,0,0,2,0,2
4604,astroparticle,,1,0.000188,0,0,0,0,2,0,2
4605,TM_Science,,1,0.000188,0,0,0,0,3,0,3
4606,latimesscience,,4,0.00019,0,0,0,0,5,0,5
4607,Disney,,2,0.000189,0,0,0,0,2,0,2
4608,ConradChallenge,,1,0.000189,0,0,0,0,4,0,4
4609,jtram,,1,0.000188,0,0,0,0,2,0,2
4610,NASA_OOREOS,,1,0.000188,0,0,0,0,2,0,2
4611,SpaceUpSanDiego,,1,0.000188,0,0,0,0,2,0,2
4612,NanoSailD,,5,0.00019,0,0,0,0,4,0,4
4613,WomenPlanetSci,,1,0.000189,0,0,0,0,3,0,3
4614,kejames,,5,0.000188,0,0,0,0,4,0,4
4615,spaceguy,,1,0.000188,0,0,0,0,3,0,3
4616,Regolith_Chal,,1,0.000189,0,0,0,0,4,0,4
4617,geosteph,,1,0.000189,0,0,0,0,4,0,4
4618,RRLeague,,1,0.000188,0,0,0,0,2,0,2
4619,NIHFunding,,1,0.000188,0,0,0,0,2,0,2
