Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree
1050,CraigCovault,,3,0.000189,0,0,0,0,2,0,2
1051,NASAVoyager,,4,0.002744,0,0,0,0,26,0,26
1052,NASAsolutions,,4,0.000195,0,0,0,0,9,0,9
1053,NASASeaLevel,,4,0.000192,0,0,0,0,5,0,5
1054,NASASun,,4,0.002481,0,0,0,0,23,0,23
1055,NASAspitzer,,4,0.002322,0,0,0,0,14,0,14
1056,NASAspaceplace,,4,0.002316,0,0,0,0,11,0,11
1057,NASAHubble,,4,0.002671,0,0,0,0,32,0,32
1058,guardian,,3,0.000189,0,0,0,0,3,0,3
1059,HarvardBiz,,3,0.000192,0,0,0,0,8,0,8
1060,Inc,,3,0.000189,0,0,0,0,3,0,3
1061,FastCompany,,1,0.000189,0,0,0,0,3,0,3
1062,FortuneMagazine,,3,0.000188,0,0,0,0,2,0,2
1063,nypost,,6,0.000189,0,0,0,0,2,0,2
1064,starburstaero,,3,0.000189,0,0,0,0,3,0,3
1065,ImJasonDunn,,3,0.000189,0,0,0,0,4,0,4
1066,RushSpace,,1,0.000189,0,0,0,0,4,0,4
1067,AP,,2,0.002375,0,0,0,0,13,0,13
1068,Forbes,,1,0.000191,0,0,0,0,9,0,9
1069,FinancialTimes,,3,0.000189,0,0,0,0,3,0,3
1070,jasonrdavis,,3,0.000189,0,0,0,0,3,0,3
1071,ScottNolan,,3,0.000189,0,0,0,0,2,0,2
1072,mashable,,4,0.002334,0,0,0,0,13,0,13
1073,CommanderMLA,,4,0.002282,0,0,0,0,12,0,12
1074,larsblackmore,,3,0.000189,0,0,0,0,3,0,3
1075,SpaceXTrip,,3,0.000189,0,0,0,0,3,0,3
1076,andyweirauthor,,5,0.000193,0,0,0,0,8,0,8
1077,AeroAmMag,,1,0.000189,0,0,0,0,3,0,3
1078,thehighfrontier,,6,0.00019,0,0,0,0,3,0,3
1079,WeHaveMECO,,4,0.00019,0,0,0,0,4,0,4
1080,SpcPlcyOnline,,6,0.002438,0,0,0,0,24,0,24
1081,Berger_SN,,2,0.002493,0,0,0,0,20,0,20
1082,SpaceTeam,,6,0.002274,0,0,0,0,11,0,11
1083,SpaceFlorida,,6,0.00234,0,0,0,0,13,0,13
1084,SPACEdotcom,,2,0.002587,0,0,0,0,36,0,36
1085,dmasten,,3,0.000191,0,0,0,0,8,0,8
1086,WIRED,,0,0.002486,0,0,0,0,26,0,26
1087,TechCrunch,,2,0.00254,0,0,0,0,15,0,15
1088,space,,1,0.000193,0,0,0,0,7,0,7
1089,newspacejournal,,3,0.00019,0,0,0,0,6,0,6
1090,CommercialCrew,,1,0.00019,0,0,0,0,4,0,4
1091,NASASpaceflight,,0,0.002494,0,0,0,0,20,0,20
1092,IAC2016,,3,0.000189,0,0,0,0,3,0,3
1093,JeffBezos,,2,0.002332,0,0,0,0,19,0,19
1094,blueorigin,,6,0.002777,0,0,0,0,32,0,32
1095,torybruno,,4,0.002579,0,0,0,0,25,0,25
1096,mastenspace,,4,0.002289,0,0,0,0,15,0,15
1097,HUBBLE_space,,0,0.002408,0,0,0,0,16,0,16
1098,NewHorizons2015,,5,0.002309,0,0,0,0,14,0,14
1099,Arianespace,,7,0.002348,0,0,0,0,22,0,22
1100,NASAPersevere,,4,0.002342,0,0,0,0,14,0,14
1101,JHUAPL,,5,0.000192,0,0,0,0,9,0,9
1102,MIT,,4,0.000196,0,0,0,0,7,0,7
1103,LosAlamosNatLab,,6,0.000191,0,0,0,0,6,0,6
1104,Livermore_Lab,,5,0.00019,0,0,0,0,4,0,4
1105,McCainInstitute,,5,0.000189,0,0,0,0,2,0,2
1106,ASUBiodesign,,5,0.000189,0,0,0,0,3,0,3
1107,NASAInterns,,4,0.000197,0,0,0,0,10,0,10
1108,LongHairNasaGuy,,5,0.000188,0,0,0,0,2,0,2
1109,NatureAstronomy,,5,0.000191,0,0,0,0,2,0,2
1110,NASAJPL_Edu,,5,0.002265,0,0,0,0,11,0,11
1111,NASAAstrobio,,4,0.002279,0,0,0,0,11,0,11
1112,Astro_Cady,,4,0.002507,0,0,0,0,23,0,23
1113,ESO,,0,0.000191,0,0,0,0,10,0,10
1114,NASAStennis,,4,0.002545,0,0,0,0,25,0,25
1115,almaobs,,5,0.000189,0,0,0,0,2,0,2
1116,NMNH,,5,0.000192,0,0,0,0,5,0,5
1117,TheNRAO,,5,0.000189,0,0,0,0,3,0,3
1118,ASUEngineering,,5,0.000189,0,0,0,0,3,0,3
1119,AmerChemSociety,,5,0.000189,0,0,0,0,3,0,3
1120,SHPE,,5,0.000188,0,0,0,0,2,0,2
1121,NSBE,,5,0.000189,0,0,0,0,3,0,3
1122,AAUniversities,,5,0.000188,0,0,0,0,2,0,2
1123,Glowsinthedark9,,5,0.000189,0,0,0,0,2,0,2
1124,USAScienceFest,,5,0.00019,0,0,0,0,6,0,6
1125,LucyMission,,5,0.000189,0,0,0,0,2,0,2
1126,awb_org,,5,0.000189,0,0,0,0,3,0,3
1127,LRO_NASA,,4,0.002331,0,0,0,0,16,0,16
1128,MarsPhoenix,,4,0.002366,0,0,0,0,16,0,16
1129,MESSENGER2011,,5,0.000191,0,0,0,0,7,0,7
1130,HiRISE,,5,0.000194,0,0,0,0,9,0,9
1131,MAVEN2Mars,,4,0.002285,0,0,0,0,13,0,13
1132,NASA_Dawn,,5,0.000194,0,0,0,0,10,0,10
1133,DSLauretta,,5,0.00019,0,0,0,0,4,0,4
1134,NASARain,,4,0.000197,0,0,0,0,7,0,7
1135,NASA_SLS,,4,0.002795,0,0,0,0,34,0,34
1136,NASAGISS,,4,0.000194,0,0,0,0,6,0,6
1137,NASA_es,,4,0.002462,0,0,0,0,17,0,17
1138,HubbleTelescope,,0,0.000194,0,0,0,0,9,0,9
1139,NASAExoplanets,,4,0.002555,0,0,0,0,29,0,29
1140,NASAWebb,,4,0.002481,0,0,0,0,26,0,26
1141,NASA_TV,,4,0.000193,0,0,0,0,7,0,7
1142,airandspace,,4,0.002772,0,0,0,0,31,0,31
1143,NASA_SatServ,,4,0.000193,0,0,0,0,7,0,7
1144,NASA360,,4,0.002414,0,0,0,0,18,0,18
1145,NASA_Wallops,,4,0.002818,0,0,0,0,38,0,38
1146,NASA_STI,,4,0.002382,0,0,0,0,15,0,15
1147,NASAspinoff,,4,0.002477,0,0,0,0,24,0,24
1148,NASAglenn,,4,0.002569,0,0,0,0,24,0,24
1149,NASAArmstrong,,4,0.002666,0,0,0,0,33,0,33
1150,NASASTEM,,4,0.002524,0,0,0,0,22,0,22
1151,NASASCaN,,4,0.000198,0,0,0,0,10,0,10
1152,ESA_ExoMars,,0,0.000193,0,0,0,0,10,0,10
1153,NASALaserComm,,5,0.000193,0,0,0,0,6,0,6
1154,SpaceArtSAE,,5,0.000189,0,0,0,0,4,0,4
1155,ScienceNews,,7,0.002416,0,0,0,0,18,0,18
1156,EuropaClipper,,4,0.000193,0,0,0,0,7,0,7
1157,NASA_Supercomp,,4,0.000194,0,0,0,0,7,0,7
1158,NASA_NSSC,,4,0.000195,0,0,0,0,7,0,7
1159,SOFIAtelescope,,4,0.002362,0,0,0,0,15,0,15
1160,CaptMarkKelly,,4,0.002515,0,0,0,0,22,0,22
1161,SkyandTelescope,,4,0.002227,0,0,0,0,12,0,12
1162,AAS_Press,,5,0.000189,0,0,0,0,5,0,5
1163,AsteroidDay,,0,0.00019,0,0,0,0,8,0,8
1164,NASApeople,,4,0.002383,0,0,0,0,15,0,15
1165,StudentLaunch,,4,0.000191,0,0,0,0,4,0,4
1166,LowellObs,,5,0.000189,0,0,0,0,3,0,3
1167,ESA_TGO,,0,0.000191,0,0,0,0,7,0,7
1168,AFSpaceCAP,,6,0.00019,0,0,0,0,3,0,3
1169,SwRI,,5,0.00019,0,0,0,0,5,0,5
1170,OSIRISREx,,4,0.002512,0,0,0,0,18,0,18
1171,carlnotsagan,,5,0.000188,0,0,0,0,2,0,2
1172,ASUResearch,,5,0.000189,0,0,0,0,3,0,3
1173,marstimrdad,,5,0.000188,0,0,0,0,2,0,2
1174,PlanetaryKeri,,5,0.000189,0,0,0,0,3,0,3
1175,Alex_Parker,,5,0.000189,0,0,0,0,3,0,3
1176,IntrplnetSarah,,4,0.00019,0,0,0,0,3,0,3
1177,LDMay,,5,0.000188,0,0,0,0,2,0,2
1178,asrivkin,,5,0.000189,0,0,0,0,3,0,3
1179,asunewspace,,5,0.000189,0,0,0,0,2,0,2
1180,Cosmic_Tsarist,,5,0.000189,0,0,0,0,2,0,2
1181,AstroDocScott,,4,0.000196,0,0,0,0,9,0,9
1182,LokiVolcano,,5,0.000188,0,0,0,0,2,0,2
1183,EllenStofan,,5,0.002279,0,0,0,0,13,0,13
1184,HuffPostScience,,5,0.00019,0,0,0,0,5,0,5
1185,ltelkins,,5,0.000189,0,0,0,0,3,0,3
1186,ASU,,5,0.000189,0,0,0,0,2,0,2
1187,universetoday,,0,0.00229,0,0,0,0,16,0,16
1188,TheEllenShow,,2,0.00019,0,0,0,0,4,0,4
1189,jimmyfallon,,5,0.000193,0,0,0,0,6,0,6
1190,gctc_ru,,1,0.000189,0,0,0,0,2,0,2
1191,shervin,,2,0.000191,0,0,0,0,3,0,3
1192,SpaceCapital,,3,0.000192,0,0,0,0,9,0,9
1193,charlessimonyi,,1,0.000188,0,0,0,0,2,0,2
1194,hootsuite,,7,0.002357,0,0,0,0,18,0,18
1195,xeni,,4,0.000191,0,0,0,0,5,0,5
1196,tariqjmalik,,5,0.00019,0,0,0,0,8,0,8
1197,MichaelBelfiore,,1,0.000188,0,0,0,0,3,0,3
1198,thetomshelley,,3,0.000188,0,0,0,0,2,0,2
1199,sen,,5,0.00019,0,0,0,0,8,0,8
1200,waynehale,,4,0.000192,0,0,0,0,9,0,9
1201,YouTube,,2,0.000191,0,0,0,0,6,0,6
1202,Stratocumulus,,3,0.000191,0,0,0,0,9,0,9
1203,MatthewBTravis,,1,0.000191,0,0,0,0,6,0,6
1204,SpaceSherpa8,,1,0.000188,0,0,0,0,2,0,2
1205,SoyuzTMA,,1,0.000188,0,0,0,0,2,0,2
1206,NewSpaceNews,,3,0.000189,0,0,0,0,4,0,4
1207,JJackKennedyJr,,3,0.000189,0,0,0,0,3,0,3
1208,Suborbi_Science,,3,0.000189,0,0,0,0,5,0,5
1209,RussianSpaceWeb,,0,0.000191,0,0,0,0,8,0,8
1210,JamesMuncy,,3,0.000191,0,0,0,0,7,0,7
1211,dvergano,,1,0.00019,0,0,0,0,6,0,6
1212,WomeninAero,,6,0.002271,0,0,0,0,14,0,14
1213,RunwayGirl,,1,0.000191,0,0,0,0,8,0,8
1214,Svitak_SN,,1,0.00019,0,0,0,0,8,0,8
1215,fersterx,,1,0.000189,0,0,0,0,3,0,3
1216,MoonEx,,4,0.002247,0,0,0,0,11,0,11
1217,denisechow,,1,0.000188,0,0,0,0,3,0,3
1218,rpournelle,,3,0.000189,0,0,0,0,4,0,4
1219,Launiusr,,3,0.000188,0,0,0,0,2,0,2
1220,toddhalvorson,,1,0.000189,0,0,0,0,3,0,3
1221,ClaraMoskowitz,,0,0.000191,0,0,0,0,10,0,10
1222,SpaceVision2011,,1,0.000188,0,0,0,0,2,0,2
1223,ChallengerCtr,,4,0.000192,0,0,0,0,9,0,9
1224,ZachInFlight,,1,0.000189,0,0,0,0,3,0,3
1225,excaliburalmaz,,3,0.000189,0,0,0,0,3,0,3
1226,RocketRick,,5,0.00019,0,0,0,0,6,0,6
1227,MichaelDWall,,3,0.00019,0,0,0,0,5,0,5
1228,xprize,,1,0.000191,0,0,0,0,10,0,10
1229,AstroKDS,,4,0.000191,0,0,0,0,4,0,4
1230,andrewchaikin,,1,0.000189,0,0,0,0,3,0,3
1231,collectSPACE,,1,0.000191,0,0,0,0,9,0,9
1232,TheNASTARCenter,,3,0.000189,0,0,0,0,3,0,3
1233,wikkit,,1,0.00019,0,0,0,0,5,0,5
1234,ScienceDaily,,1,0.000189,0,0,0,0,5,0,5
1235,NASAWatch,,0,0.002379,0,0,0,0,22,0,22
1236,HobbySpacer,,3,0.00019,0,0,0,0,6,0,6
1237,eSpaceCenter,,1,0.000188,0,0,0,0,2,0,2
1238,The_Stargazer,,1,0.000189,0,0,0,0,5,0,5
1239,BrettSilcox,,1,0.000188,0,0,0,0,3,0,3
1240,SpaceCoalition,,3,0.000189,0,0,0,0,5,0,5
1241,SenBillNelson,,6,0.000191,0,0,0,0,7,0,7
1242,RaytheonTech,,1,0.002272,0,0,0,0,13,0,13
1243,edyson,,1,0.00019,0,0,0,0,5,0,5
1244,evadot,,1,0.000188,0,0,0,0,3,0,3
1245,ID_AA_Carmack,,2,0.000196,0,0,0,0,7,0,7
1246,ArmadilloGadget,,1,0.000188,0,0,0,0,3,0,3
1247,joe_landon,,3,0.00019,0,0,0,0,6,0,6
1248,ec_anderson,,1,0.000189,0,0,0,0,4,0,4
1249,ThisWeekinSpace,,1,0.000189,0,0,0,0,4,0,4
1250,TEDTalks,,6,0.002327,0,0,0,0,15,0,15
1251,DiggScience,,4,0.000192,0,0,0,0,7,0,7
1252,WHOSTP44,,6,0.002508,0,0,0,0,17,0,17
1253,carlzimmer,,1,0.000189,0,0,0,0,3,0,3
1254,UniGalactic,,1,0.000188,0,0,0,0,2,0,2
1255,astrospacenow,,4,0.000191,0,0,0,0,7,0,7
1256,GoZeroG,,2,0.00019,0,0,0,0,6,0,6
1257,Fabric_of_Space,,0,0.002288,0,0,0,0,13,0,13
1258,rcourt,,1,0.000188,0,0,0,0,2,0,2
1259,Marscryovolc,,1,0.000188,0,0,0,0,2,0,2
1260,foundonmars,,1,0.000189,0,0,0,0,3,0,3
1261,DatenRATTE,,1,0.000188,0,0,0,0,2,0,2
1262,ewferg,,1,0.000188,0,0,0,0,2,0,2
1263,planetaryjim,,1,0.000188,0,0,0,0,2,0,2
1264,DKLowther,,1,0.000188,0,0,0,0,2,0,2
1265,Rob_Bowman,,1,0.000188,0,0,0,0,2,0,2
1266,acworkma,,1,0.000188,0,0,0,0,2,0,2
1267,mattcannella,,1,0.000188,0,0,0,0,2,0,2
1268,AwakenFool,,1,0.000188,0,0,0,0,2,0,2
1269,NebojsaSynergy,,1,0.000188,0,0,0,0,2,0,2
1270,jerry_wright,,1,0.000188,0,0,0,0,2,0,2
1271,RF2Space,,4,0.000191,0,0,0,0,5,0,5
1272,ErikEvenson,,1,0.000188,0,0,0,0,2,0,2
1273,i_Leslie,,1,0.000189,0,0,0,0,4,0,4
1274,LaunchPhoto,,5,0.000192,0,0,0,0,10,0,10
1275,marcia_h,,1,0.000188,0,0,0,0,2,0,2
1276,gliovampire,,1,0.000188,0,0,0,0,2,0,2
1277,Murphian,,1,0.000189,0,0,0,0,3,0,3
1278,ScienceChicago,,1,0.000188,0,0,0,0,2,0,2
1279,rsisk101,,1,0.000188,0,0,0,0,2,0,2
1280,tomludwicki,,1,0.000188,0,0,0,0,2,0,2
1281,jnosanov,,1,0.000188,0,0,0,0,2,0,2
1282,SpaceTweeps,,4,0.002247,0,0,0,0,11,0,11
1283,liveonmars,,1,0.000188,0,0,0,0,2,0,2
1284,marymakowski,,1,0.000188,0,0,0,0,2,0,2
1285,spaceartist,,1,0.000188,0,0,0,0,2,0,2
1286,HistoryMuseum,,1,0.000188,0,0,0,0,2,0,2
1287,scienceview,,1,0.000188,0,0,0,0,2,0,2
1288,Brooksview,,4,0.000189,0,0,0,0,2,0,2
1289,AZChallenger,,4,0.00019,0,0,0,0,6,0,6
1290,PLANE_talking,,1,0.000189,0,0,0,0,3,0,3
1291,space_cadets,,1,0.000189,0,0,0,0,3,0,3
1292,skiermdd,,1,0.000188,0,0,0,0,2,0,2
1293,Time4theStars,,1,0.000189,0,0,0,0,3,0,3
1294,rogerhw,,1,0.000189,0,0,0,0,4,0,4
1295,spacegirly,,1,0.000188,0,0,0,0,2,0,2
1296,flightnav,,1,0.000188,0,0,0,0,2,0,2
1297,ColeThorton,,1,0.000188,0,0,0,0,2,0,2
1298,GOTHAM1963,,1,0.000188,0,0,0,0,2,0,2
1299,WIAstronomy,,1,0.000189,0,0,0,0,3,0,3
1300,jeremyzilar,,1,0.000188,0,0,0,0,2,0,2
1301,AndrewWaldrum,,1,0.000188,0,0,0,0,2,0,2
1302,KeithCowing,,3,0.00019,0,0,0,0,6,0,6
1303,LunarPioneer,,1,0.00019,0,0,0,0,5,0,5
1304,StaffordMuseum,,1,0.000189,0,0,0,0,3,0,3
1305,lecosmographe,,1,0.000188,0,0,0,0,2,0,2
1306,Bob_Richards,,1,0.002278,0,0,0,0,14,0,14
1307,smartmoney523,,1,0.000188,0,0,0,0,2,0,2
1308,ApplePie55555,,1,0.000188,0,0,0,0,2,0,2
1309,rprokic,,1,0.000188,0,0,0,0,2,0,2
1310,EVA_Exploring,,1,0.000189,0,0,0,0,4,0,4
1311,KJansky,,1,0.000188,0,0,0,0,2,0,2
1312,bhogge,,1,0.000188,0,0,0,0,2,0,2
1313,tarotcards,,1,0.000188,0,0,0,0,2,0,2
1314,velvet250ml,,1,0.000188,0,0,0,0,2,0,2
1315,AstroBebop,,1,0.000188,0,0,0,0,2,0,2
1316,spaceordie,,1,0.000189,0,0,0,0,3,0,3
1317,RoboRocketry,,1,0.000188,0,0,0,0,2,0,2
1318,adcunningham,,1,0.00019,0,0,0,0,5,0,5
1319,daniel_kraft,,1,0.000188,0,0,0,0,2,0,2
1320,rhpueschner,,1,0.000188,0,0,0,0,2,0,2
1321,Billy_Graham,,1,0.000188,0,0,0,0,2,0,2
1322,U2SPACE,,1,0.000188,0,0,0,0,2,0,2
1323,kreegan99,,1,0.000188,0,0,0,0,2,0,2
1324,pavel_sharov,,1,0.000188,0,0,0,0,2,0,2
1325,nasafreak,,1,0.000188,0,0,0,0,2,0,2
1326,raylougrif,,1,0.000188,0,0,0,0,2,0,2
1327,nicolaaerospace,,1,0.000188,0,0,0,0,3,0,3
1328,icarusfactor,,1,0.000188,0,0,0,0,2,0,2
1329,thedenial,,1,0.000188,0,0,0,0,2,0,2
1330,grepmaster,,1,0.000188,0,0,0,0,2,0,2
1331,tornQuad,,1,0.000188,0,0,0,0,2,0,2
1332,mkyschnitzel,,1,0.000188,0,0,0,0,2,0,2
1333,CarolineMueller,,1,0.000188,0,0,0,0,2,0,2
1334,ChrisSpagnuolo,,1,0.000188,0,0,0,0,2,0,2
1335,AlphistsClub,,1,0.000188,0,0,0,0,2,0,2
1336,onedrop,,2,0.00019,0,0,0,0,4,0,4
1337,neuralink,,2,0.000225,0,0,0,0,4,0,4
1338,RDAnglePhoto,,2,0.000195,0,0,0,0,3,0,3
1339,AlteredJamie,,2,0.000193,0,0,0,0,3,0,3
1340,BocaChicaGal,,2,0.000194,0,0,0,0,3,0,3
1341,PrincessDeixa,,2,0.000193,0,0,0,0,2,0,2
1342,teslainventory,,2,0.000193,0,0,0,0,2,0,2
1343,w00ki33,,2,0.000193,0,0,0,0,3,0,3
1344,13ericralph31,,2,0.000193,0,0,0,0,3,0,3
1345,_TomCross_,,2,0.000194,0,0,0,0,3,0,3
1346,woodhaus2,,2,0.000198,0,0,0,0,3,0,3
1347,BenSullins,,2,0.000193,0,0,0,0,2,0,2
1348,EdLoh,,2,0.000198,0,0,0,0,2,0,2
1349,Model3Owners,,2,0.000193,0,0,0,0,2,0,2
1350,OpenAI,,2,0.000204,0,0,0,0,5,0,5
1351,tsrandall,,2,0.000198,0,0,0,0,2,0,2
1352,ElectricJen,,2,0.000198,0,0,0,0,2,0,2
1353,johnrampton,,2,0.000192,0,0,0,0,2,0,2
1354,DMC_Ryan,,2,0.000198,0,0,0,0,3,0,3
1355,ToscaMusk,,2,0.000197,0,0,0,0,2,0,2
1356,westcoastbill,,2,0.000203,0,0,0,0,4,0,4
1357,mayemusk,,2,0.000198,0,0,0,0,3,0,3
1358,MKBHD,,2,0.000205,0,0,0,0,6,0,6
1359,LeilaniMunter,,2,0.0002,0,0,0,0,5,0,5
1360,kimbal,,2,0.000194,0,0,0,0,4,0,4
1361,Variety,,2,0.000196,0,0,0,0,6,0,6
1362,TeslaRoadTrip,,2,0.000203,0,0,0,0,3,0,3
1363,WorldSpaceWeek,,0,0.002232,0,0,0,0,11,0,11
1364,ITU_DSG,,7,0.000188,0,0,0,0,2,0,2
1365,UCLAengineering,,7,0.000188,0,0,0,0,2,0,2
1366,BoeingSpace,,4,0.002613,0,0,0,0,29,0,29
1367,ViasatGov,,7,0.000188,0,0,0,0,2,0,2
1368,KenAPeterman,,7,0.000188,0,0,0,0,2,0,2
1369,NasdaqTech,,7,0.000188,0,0,0,0,2,0,2
1370,Nasdaq,,3,0.000189,0,0,0,0,5,0,5
1371,DougonIPComm,,7,0.00019,0,0,0,0,6,0,6
1372,SenateCommerce,,3,0.000188,0,0,0,0,3,0,3
1373,johnbenac,,1,0.000188,0,0,0,0,3,0,3
1374,NicFildes,,7,0.000188,0,0,0,0,3,0,3
1375,theNAEng,,1,0.000188,0,0,0,0,3,0,3
1376,ChamussyN,,7,0.000189,0,0,0,0,2,0,2
1377,chrismessina,,1,0.000188,0,0,0,0,2,0,2
1378,ADSEexpo,,7,0.000188,0,0,0,0,2,0,2
1379,thephysicsgirl,,1,0.00019,0,0,0,0,7,0,7
1380,TwitterSupport,,2,0.000191,0,0,0,0,6,0,6
1381,STEMsolutions,,1,0.000188,0,0,0,0,2,0,2
1382,HowardSlutsken,,7,0.000188,0,0,0,0,3,0,3
1383,defaeroreport,,6,0.000188,0,0,0,0,3,0,3
1384,lopezjenniferw,,1,0.000188,0,0,0,0,2,0,2
1385,M_Ladovaz,,7,0.000188,0,0,0,0,2,0,2
1386,cheetham,,3,0.000188,0,0,0,0,2,0,2
1387,USChamber,,3,0.000189,0,0,0,0,4,0,4
1388,AIAspeaks,,4,0.00223,0,0,0,0,11,0,11
1389,superhoil,,7,0.000188,0,0,0,0,2,0,2
1390,VUMCchildren,,1,0.000188,0,0,0,0,2,0,2
1391,SITAONAIR,,7,0.000189,0,0,0,0,4,0,4
1392,ukspaceconf,,0,0.000189,0,0,0,0,5,0,5
1393,Ruypinto,,7,0.000188,0,0,0,0,3,0,3
1394,sindividuals,,7,0.000188,0,0,0,0,2,0,2
1395,BradleyAPerkins,,3,0.000188,0,0,0,0,2,0,2
1396,mdwarner,,7,0.000188,0,0,0,0,2,0,2
1397,dlxinorbit,,7,0.000188,0,0,0,0,2,0,2
1398,Kenyanspace,,7,0.000188,0,0,0,0,2,0,2
1399,BibopGGresta,,5,0.000193,0,0,0,0,3,0,3
1400,VanessaO_Connor,,7,0.000188,0,0,0,0,2,0,2
1401,SpaceflightIns,,3,0.002247,0,0,0,0,13,0,13
1402,els_eba,,7,0.000188,0,0,0,0,2,0,2
1403,CASInstitute,,0,0.000188,0,0,0,0,4,0,4
1404,Globalsat_Group,,7,0.000189,0,0,0,0,3,0,3
1405,SatlinkSL,,7,0.000189,0,0,0,0,4,0,4
1406,Space_Tele,,7,0.000188,0,0,0,0,2,0,2
1407,collision,,2,0.000188,0,0,0,0,2,0,2
1408,satellesinc,,7,0.000189,0,0,0,0,3,0,3
1409,joepleader,,7,0.000188,0,0,0,0,2,0,2
1410,MandyCassells,,7,0.000188,0,0,0,0,2,0,2
1411,SpaceWatchGL,,7,0.000189,0,0,0,0,2,0,2
1412,AvLTechnologies,,7,0.000188,0,0,0,0,2,0,2
1413,MCASMiramarCA,,6,0.000189,0,0,0,0,3,0,3
1414,GSC_AbuDhabi,,3,0.000188,0,0,0,0,3,0,3
1415,rocksevenmobile,,7,0.000189,0,0,0,0,3,0,3
1416,willneuco,,7,0.000188,0,0,0,0,2,0,2
1417,UCLAtech,,1,0.000188,0,0,0,0,2,0,2
1418,salkinstitute,,1,0.000188,0,0,0,0,3,0,3
1419,ghc,,7,0.000191,0,0,0,0,2,0,2
1420,ryan_a_bell,,4,0.000188,0,0,0,0,2,0,2
1421,ImaneOuakrim,,7,0.000189,0,0,0,0,2,0,2
1422,InfoSecHotSpot,,7,0.000188,0,0,0,0,2,0,2
1423,KerstinRoost,,7,0.000192,0,0,0,0,5,0,5
1424,Pacome_Revillon,,7,0.000188,0,0,0,0,2,0,2
1425,kongsbergasa,,0,0.000188,0,0,0,0,2,0,2
1426,WSBW_Summit,,7,0.000192,0,0,0,0,7,0,7
1427,EnduroSat,,7,0.000188,0,0,0,0,2,0,2
1428,VisitCA,,1,0.000188,0,0,0,0,2,0,2
1429,JenniferMeacher,,7,0.000189,0,0,0,0,4,0,4
1430,virginia_tech,,0,0.000188,0,0,0,0,2,0,2
1431,shiralazar,,2,0.000188,0,0,0,0,2,0,2
1432,RCAF_ARC,,0,0.000188,0,0,0,0,4,0,4
1433,CanadianArmy,,7,0.000188,0,0,0,0,2,0,2
1434,CanadianForces,,0,0.000188,0,0,0,0,3,0,3
1435,TechNative,,7,0.000188,0,0,0,0,2,0,2
1436,BVCurcio,,7,0.00019,0,0,0,0,4,0,4
1437,MPScaturro,,7,0.000188,0,0,0,0,2,0,2
1438,Finnair,,7,0.000188,0,0,0,0,2,0,2
1439,GirlsWhoCode,,2,0.00019,0,0,0,0,5,0,5
1440,BentleyWalker,,7,0.000189,0,0,0,0,2,0,2
1441,phocuswire,,7,0.000188,0,0,0,0,2,0,2
1442,johnibloom,,7,0.000189,0,0,0,0,4,0,4
1443,UnmannedSystem,,7,0.000188,0,0,0,0,2,0,2
1444,NetworkINV,,7,0.000191,0,0,0,0,7,0,7
1445,ISU_SSP,,0,0.000189,0,0,0,0,5,0,5
1446,RunwayGirlBecca,,7,0.000188,0,0,0,0,3,0,3
1447,Charlene_J_King,,7,0.000189,0,0,0,0,4,0,4
1448,gigastacey,,7,0.000188,0,0,0,0,2,0,2
1449,garywfuller,,7,0.000188,0,0,0,0,2,0,2
1450,AirMobilityCmd,,6,0.000195,0,0,0,0,10,0,10
1451,TravelLeisure,,1,0.000188,0,0,0,0,2,0,2
1452,SiliconGB,,7,0.000188,0,0,0,0,2,0,2
1453,PFMouriaux,,7,0.000189,0,0,0,0,3,0,3
1454,rogerjfranklin,,7,0.000188,0,0,0,0,3,0,3
1455,iDirect,,7,0.000191,0,0,0,0,6,0,6
1456,CommunicIndo,,7,0.000189,0,0,0,0,2,0,2
1457,ksujib,,7,0.000188,0,0,0,0,2,0,2
1458,kckroll,,7,0.000188,0,0,0,0,2,0,2
1459,EconomyBeyond,,7,0.000188,0,0,0,0,2,0,2
1460,Talia_Ltd,,7,0.00019,0,0,0,0,2,0,2
1461,europasatbb,,7,0.000191,0,0,0,0,5,0,5
1462,stonefiregrill,,2,0.000189,0,0,0,0,2,0,2
1463,DubaiAirshow,,7,0.000188,0,0,0,0,2,0,2
1464,d_w_bliss,,7,0.000188,0,0,0,0,2,0,2
1465,VSATEventSeries,,7,0.000191,0,0,0,0,5,0,5
1466,military_cots,,7,0.000188,0,0,0,0,2,0,2
1467,JRosenworcel,,7,0.000188,0,0,0,0,3,0,3
1468,AjitPaiFCC,,7,0.000189,0,0,0,0,6,0,6
1469,mikeofcc,,7,0.000188,0,0,0,0,2,0,2
1470,MignonClyburn,,2,0.000189,0,0,0,0,2,0,2
1471,TomWheelerFCC,,7,0.000188,0,0,0,0,2,0,2
1472,Dassault_OnAir,,0,0.000188,0,0,0,0,3,0,3
1473,Reve_dIcare,,7,0.000188,0,0,0,0,2,0,2
1474,ERZIAItalia,,7,0.000188,0,0,0,0,2,0,2
1475,briankrebs,,7,0.000189,0,0,0,0,5,0,5
1476,SDAspacedata,,7,0.000191,0,0,0,0,7,0,7
1477,AviationNewsTV,,7,0.000188,0,0,0,0,4,0,4
1478,CutterAviation,,7,0.000188,0,0,0,0,2,0,2
