Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,clustering
90,NASAAmes,,1,0.002747,3,0.433833,0.474215,14283.070386,36,394,430,0.022673
91,NASAJPL,,4,0.003701,3,0.408892,0.444232,15666.596217,48,291,339,0.034601
92,NASA_Astronauts,,4,0.003891,3,0.406893,0.435553,6756.878006,51,186,237,0.075474
93,NASA,,4,0.006057,4,0.398328,0.430036,33169.351668,83,215,298,0.060846
94,NASAKennedy,,4,0.003435,3,0.398207,0.427572,6104.13263,56,201,257,0.070818
95,neiltyson,,2,0.003188,4,0.321812,0.343619,3793.179132,39,29,68,0.158173
96,glxp,,1,0.002324,3,0.461362,0.531731,24698.432956,14,938,952,0.003351
97,US_SpaceCom,,6,0.002543,0,0,0,0,16,0,16,0.541667
98,SpaceNews_mil,,6,0.002338,0,0,0,0,14,0,14,0.406593
99,SecretaryRoss,,6,0.000196,0,0,0,0,4,0,4,0.416667
100,KenDilanianNBC,,6,0.000188,0,0,0,0,2,0,2,0
101,capitalweather,,6,0.000191,0,0,0,0,4,0,4,0.25
102,euroconsultEC,,7,0.002292,0,0,0,0,15,0,15,0.37619
103,business,,3,0.000189,0,0,0,0,5,0,5,0.1
104,MarineTraffic,,7,0.000188,0,0,0,0,3,0,3,0.166667
105,60Minutes,,2,0.00019,0,0,0,0,5,0,5,0.35
106,gbrumfiel,,0,0.000188,0,0,0,0,2,0,2,0
107,martyn_williams,,7,0.000188,0,0,0,0,3,0,3,0
108,mattfellowship,,3,0.000192,0,0,0,0,4,0,4,0.5
109,ArianeDB,,0,0.000188,0,0,0,0,2,0,2,0.5
110,halhod,,0,0.000188,0,0,0,0,2,0,2,0
111,WBG_Cities,,0,0.000188,0,0,0,0,2,0,2,0.5
112,hrw,,2,0.000188,0,0,0,0,2,0,2,0
113,BBCWorld,,4,0.002257,0,0,0,0,11,0,11,0.336364
114,astro_duque,,4,0.000191,0,0,0,0,4,0,4,0.583333
115,BBCBreaking,,2,0.000196,0,0,0,0,7,0,7,0.214286
116,johnthornhillft,,7,0.000188,0,0,0,0,2,0,2,0
117,AllenInstitute,,1,0.000188,0,0,0,0,3,0,3,0.666667
118,VulcanInc,,3,0.000188,0,0,0,0,2,0,2,0
119,F1,,0,0.000193,0,0,0,0,2,0,2,0
120,Sandra_I_Erwin,,6,0.000195,0,0,0,0,10,0,10,0.433333
121,arstechnica,,2,0.002603,0,0,0,0,15,0,15,0.304762
122,NPR,,2,0.002318,0,0,0,0,13,0,13,0.25
123,qz,,5,0.000189,0,0,0,0,4,0,4,0.166667
124,Peter_J_Beck,,4,0.000193,0,0,0,0,9,0,9,0.416667
125,EU_Commission,,0,0.00019,0,0,0,0,6,0,6,0.566667
126,ESA_de,,0,0.000192,0,0,0,0,8,0,8,0.482143
127,DLR_de,,0,0.002254,0,0,0,0,13,0,13,0.596154
128,AschbacherJosef,,0,0.000189,0,0,0,0,4,0,4,0.666667
129,thesheetztweetz,,3,0.002279,0,0,0,0,13,0,13,0.410256
130,ScolesSarah,,0,0.000188,0,0,0,0,2,0,2,0
131,NatGeoMag,,1,0.000197,0,0,0,0,6,0,6,0.366667
132,vectorlaunch,,3,0.000189,0,0,0,0,5,0,5,0.6
133,AgnieszkaSpace,,6,0.000188,0,0,0,0,2,0,2,0.5
134,LeoLabs_Space,,3,0.000188,0,0,0,0,2,0,2,1
135,YAN0,,7,0.000188,0,0,0,0,2,0,2,0
136,jasontreat,,1,0.000195,0,0,0,0,2,0,2,0.5
137,genscape,,7,0.000188,0,0,0,0,2,0,2,0
138,TankerTrackers,,7,0.000188,0,0,0,0,2,0,2,0
139,owensfellowship,,4,0.000193,0,0,0,0,7,0,7,0.571429
140,medialab,,3,0.000189,0,0,0,0,4,0,4,0.25
141,Interior,,6,0.0002,0,0,0,0,10,0,10,0.411111
142,hankgreen,,5,0.000189,0,0,0,0,3,0,3,0.5
143,USGSVolcanoes,,6,0.00019,0,0,0,0,2,0,2,0.5
144,mikamckinnon,,5,0.00019,0,0,0,0,7,0,7,0.309524
145,laurahelmuth,,0,0.000188,0,0,0,0,2,0,2,0
146,TrajectoryMag,,0,0.000188,0,0,0,0,3,0,3,0.5
147,gatesfoundation,,1,0.000189,0,0,0,0,5,0,5,0
148,CHenry_SN,,7,0.002336,0,0,0,0,16,0,16,0.308333
149,18F,,0,0.000188,0,0,0,0,2,0,2,0
150,GregAveryDenBiz,,7,0.000188,0,0,0,0,2,0,2,0
151,rocketrepreneur,,3,0.000191,0,0,0,0,10,0,10,0.377778
152,AirbusDefence,,3,0.000192,0,0,0,0,10,0,10,0.477778
153,alexwitze,,5,0.000189,0,0,0,0,5,0,5,0.4
154,Annaleen,,5,0.000188,0,0,0,0,2,0,2,0
155,NASAViz,,4,0.002275,0,0,0,0,11,0,11,0.554545
156,Dr_ThomasZ,,4,0.002596,0,0,0,0,21,0,21,0.659524
157,LauraForczyk,,3,0.000191,0,0,0,0,10,0,10,0.577778
158,tanyaofmars,,0,0.00221,0,0,0,0,12,0,12,0.371212
159,philewing,,6,0.000189,0,0,0,0,4,0,4,0.583333
160,magmatist,,5,0.000188,0,0,0,0,2,0,2,0
161,DavidBrin,,1,0.000189,0,0,0,0,4,0,4,0.166667
162,DownHereOnEarth,,5,0.000188,0,0,0,0,4,0,4,0.416667
163,AGUPlanetary,,5,0.00019,0,0,0,0,5,0,5,0.55
164,sallycjohnson,,7,0.000188,0,0,0,0,2,0,2,0
165,corginaut,,5,0.000188,0,0,0,0,2,0,2,1
166,DefTechPat,,7,0.000188,0,0,0,0,3,0,3,0
167,earlkman,,1,0.000188,0,0,0,0,2,0,2,0
168,SimonCocking,,7,0.000188,0,0,0,0,2,0,2,0
169,NASA_ICE,,0,0.002411,0,0,0,0,16,0,16,0.483333
170,ObamaWhiteHouse,,5,0.002543,0,0,0,0,16,0,16,0.416667
171,spacegovuk,,7,0.002388,0,0,0,0,19,0,19,0.426901
172,QuarkSpin,,4,0.000189,0,0,0,0,5,0,5,0.45
173,nature,,5,0.000192,0,0,0,0,6,0,6,0.4
174,NewsfromScience,,4,0.000192,0,0,0,0,8,0,8,0.392857
175,WIREDScience,,0,0.002358,0,0,0,0,21,0,21,0.414286
176,ScienceMagazine,,0,0.002202,0,0,0,0,12,0,12,0.30303
177,PopSci,,0,0.002419,0,0,0,0,20,0,20,0.494737
178,nprscience,,4,0.000192,0,0,0,0,5,0,5,0.35
179,TheMapAddict,,6,0.000188,0,0,0,0,3,0,3,0.5
180,washingtonpost,,6,0.002542,0,0,0,0,24,0,24,0.311594
181,SumnerScience,,5,0.000188,0,0,0,0,2,0,2,0
182,MappingGIS,,0,0.000188,0,0,0,0,2,0,2,1
183,hardgrove,,5,0.000189,0,0,0,0,3,0,3,0
184,CalPolyCubeSat,,5,0.000188,0,0,0,0,2,0,2,1
185,exactEarth,,0,0.000189,0,0,0,0,4,0,4,0.5
186,JLTozer,,0,0.000188,0,0,0,0,2,0,2,0
187,OV_099,,4,0.000188,0,0,0,0,2,0,2,0.5
188,RebelGeo,,0,0.000188,0,0,0,0,2,0,2,1
189,ScottWx_TWN,,5,0.000188,0,0,0,0,2,0,2,1
190,ThWrex,,4,0.000188,0,0,0,0,2,0,2,0.5
191,PeterM76,,0,0.000188,0,0,0,0,2,0,2,0
192,TheNasaLady,,4,0.000189,0,0,0,0,3,0,3,0.166667
193,Montsecor,,1,0.000188,0,0,0,0,3,0,3,0.166667
194,tmro,,4,0.002251,0,0,0,0,11,0,11,0.418182
195,LuckyStrz,,0,0.000188,0,0,0,0,2,0,2,1
196,LisaStoj,,3,0.000189,0,0,0,0,4,0,4,0.416667
197,jilliannesays,,3,0.000188,0,0,0,0,3,0,3,0.666667
198,RichTPar,,4,0.000189,0,0,0,0,3,0,3,0.5
199,AVClubVids,,4,0.000188,0,0,0,0,3,0,3,0.5
200,KristinFisher,,3,0.000188,0,0,0,0,3,0,3,0.833333
201,BritCoopz,,5,0.000188,0,0,0,0,2,0,2,1
202,Medium,,2,0.000189,0,0,0,0,4,0,4,0.166667
203,ifmoonwascookie,,5,0.000188,0,0,0,0,2,0,2,1
204,coreyspowell,,5,0.00019,0,0,0,0,3,0,3,0.833333
205,TimFernholz,,3,0.000189,0,0,0,0,4,0,4,0.416667
206,MurrayNewlands,,7,0.000188,0,0,0,0,2,0,2,0
207,ALMA_Japan,,0,0.000188,0,0,0,0,2,0,2,0
208,geo4nonpro,,6,0.000188,0,0,0,0,2,0,2,0
209,CornellEng,,0,0.000188,0,0,0,0,2,0,2,0
210,StanfordEng,,0,0.000188,0,0,0,0,2,0,2,0
211,GeoByHarris,,0,0.000188,0,0,0,0,2,0,2,1
212,SpaceBrendan,,4,0.000189,0,0,0,0,5,0,5,0.7
213,mikegruss,,6,0.000188,0,0,0,0,2,0,2,0.5
214,nordicgeo,,0,0.000188,0,0,0,0,2,0,2,1
215,ianbremmer,,2,0.000188,0,0,0,0,2,0,2,0
216,URISAVC,,0,0.000188,0,0,0,0,2,0,2,1
217,Jobs_in_GIS,,0,0.000188,0,0,0,0,2,0,2,1
218,MitchellStudies,,6,0.000191,0,0,0,0,6,0,6,0.733333
219,BrookingsInst,,0,0.000188,0,0,0,0,2,0,2,0
220,CFR_org,,2,0.000189,0,0,0,0,4,0,4,0.416667
221,RANDCorporation,,6,0.000189,0,0,0,0,4,0,4,0.5
222,CSIS,,6,0.00019,0,0,0,0,4,0,4,0.583333
223,CNASdc,,6,0.000189,0,0,0,0,4,0,4,0.5
224,RSaik,,1,0.000188,0,0,0,0,2,0,2,0
225,GIS_Advocate,,0,0.000188,0,0,0,0,2,0,2,1
226,EsriEnvironment,,0,0.000188,0,0,0,0,2,0,2,1
227,kjbrazil,,1,0.000188,0,0,0,0,2,0,2,0
228,NASAEarthData,,0,0.00019,0,0,0,0,2,0,2,0
229,CopernicusEU,,0,0.000189,0,0,0,0,5,0,5,0.7
230,stevewake,,1,0.000188,0,0,0,0,2,0,2,0
231,UNOSAT,,0,0.000188,0,0,0,0,3,0,3,1
232,SciAstro,,4,0.002377,0,0,0,0,17,0,17,0.676471
233,nasa_eyes,,0,0.002319,0,0,0,0,16,0,16,0.608333
234,wadejlarson,,3,0.000188,0,0,0,0,3,0,3,0.833333
235,trimbledata,,0,0.000188,0,0,0,0,2,0,2,1
236,TerraRemote,,0,0.000188,0,0,0,0,2,0,2,1
237,GPSGIS_Eric,,6,0.000188,0,0,0,0,2,0,2,0.5
238,z_sat,,3,0.000188,0,0,0,0,3,0,3,1
239,idisruptspace,,0,0.000188,0,0,0,0,2,0,2,0.5
240,scasey1960,,1,0.00019,0,0,0,0,6,0,6,0.4
241,spacetechexpo,,7,0.000194,0,0,0,0,8,0,8,0.357143
242,GeoNe_ws,,0,0.000188,0,0,0,0,2,0,2,1
243,gisjourno,,0,0.000188,0,0,0,0,2,0,2,1
244,CAL_FIRE,,1,0.000188,0,0,0,0,2,0,2,0.5
245,USGSted,,0,0.000188,0,0,0,0,2,0,2,1
246,leyink,,1,0.000188,0,0,0,0,2,0,2,0.5
247,colin__hart,,0,0.000188,0,0,0,0,2,0,2,1
248,cbs_spacenews,,3,0.002338,0,0,0,0,11,0,11,0.354545
249,NewSpaceCon,,1,0.000192,0,0,0,0,10,0,10,0.488889
250,ScriptPhD,,1,0.000188,0,0,0,0,2,0,2,0
251,StartsWithABang,,2,0.000189,0,0,0,0,3,0,3,0.5
252,SciWriAlicia,,3,0.000189,0,0,0,0,4,0,4,0.333333
253,philipyam,,0,0.000188,0,0,0,0,2,0,2,0
254,aminawrite,,5,0.000188,0,0,0,0,3,0,3,0.5
255,astrolisa,,1,0.000189,0,0,0,0,5,0,5,0.3
256,EmilyAnthes,,1,0.000188,0,0,0,0,2,0,2,0
257,edyong209,,1,0.000189,0,0,0,0,5,0,5,0.4
258,DrSpectra,,5,0.000188,0,0,0,0,2,0,2,1
259,spacewriter,,1,0.000188,0,0,0,0,3,0,3,0.666667
260,ForeignPolicy,,0,0.000188,0,0,0,0,3,0,3,0
261,howellspace,,5,0.00019,0,0,0,0,8,0,8,0.410714
262,JamesMartinCNS,,6,0.000188,0,0,0,0,2,0,2,0
263,MIIS,,6,0.000188,0,0,0,0,2,0,2,0
264,EuroGeosciences,,0,0.000188,0,0,0,0,3,0,3,0.666667
265,planetizen,,0,0.000188,0,0,0,0,2,0,2,1
266,nature_org,,1,0.000188,0,0,0,0,3,0,3,0.333333
267,SpaceTrackOrg,,6,0.00019,0,0,0,0,3,0,3,0.5
268,chriscardinal,,6,0.000189,0,0,0,0,2,0,2,0
269,star_geek,,4,0.000189,0,0,0,0,3,0,3,0.166667
270,bdbdb,,1,0.000188,0,0,0,0,2,0,2,0
271,leeroop,,0,0.000188,0,0,0,0,2,0,2,0.5
272,AstroKarenN,,4,0.002912,0,0,0,0,27,0,27,0.552707
273,AgilistaAG,,5,0.000188,0,0,0,0,3,0,3,0.5
274,brenthaeseker,,1,0.000188,0,0,0,0,2,0,2,0
275,JPJDeveloper,,1,0.000188,0,0,0,0,2,0,2,0
276,rfrahm,,1,0.000188,0,0,0,0,2,0,2,1
277,GomezJames,,4,0.000189,0,0,0,0,3,0,3,0.5
278,eugenephoto,,1,0.000188,0,0,0,0,2,0,2,0
279,therealdjflux,,1,0.000188,0,0,0,0,3,0,3,0.333333
280,jotulloch,,1,0.000188,0,0,0,0,2,0,2,0
281,jtowns,,1,0.000188,0,0,0,0,3,0,3,0.666667
282,NASASpaceSciEdu,,1,0.000189,0,0,0,0,3,0,3,0.833333
283,HollywoodDebi,,4,0.000188,0,0,0,0,2,0,2,0.5
284,yembrick,,1,0.000189,0,0,0,0,5,0,5,0.6
285,projmgr,,0,0.000188,0,0,0,0,2,0,2,1
286,amikokauderer,,2,0.00019,0,0,0,0,7,0,7,0.642857
287,CalebGarling,,0,0.000188,0,0,0,0,2,0,2,0
288,NASA_Kirk,,0,0.000191,0,0,0,0,2,0,2,0
289,KeystoneFlight,,4,0.000192,0,0,0,0,5,0,5,0.7
290,Astro_Ellen,,4,0.002373,0,0,0,0,15,0,15,0.709524
291,Tungsten_Flight,,4,0.000195,0,0,0,0,9,0,9,0.777778
292,jnmatthew,,0,0.00019,0,0,0,0,3,0,3,0.5
293,Carbon_Flight,,4,0.000197,0,0,0,0,10,0,10,0.788889
294,absolutspacegrl,,1,0.000188,0,0,0,0,3,0,3,0.5
295,doctorjeff,,3,0.000189,0,0,0,0,6,0,6,0.5
296,AstroRM,,4,0.002397,0,0,0,0,17,0,17,0.647059
297,DJSnM,,3,0.00019,0,0,0,0,5,0,5,0.4
298,roscosmos,,4,0.002585,0,0,0,0,24,0,24,0.576087
299,isro,,0,0.002324,0,0,0,0,15,0,15,0.590476
300,danahull,,2,0.000194,0,0,0,0,6,0,6,0.166667
301,lorengrush,,3,0.002282,0,0,0,0,16,0,16,0.408333
302,MarosSefcovic,,0,0.000188,0,0,0,0,2,0,2,0
303,AndOneTech,,7,0.000188,0,0,0,0,2,0,2,0
304,AerospaceEmma,,3,0.000188,0,0,0,0,2,0,2,1
305,Science4Future,,0,0.000188,0,0,0,0,2,0,2,0
306,drshow,,0,0.000188,0,0,0,0,2,0,2,0
307,molfli,,1,0.000188,0,0,0,0,4,0,4,0.166667
308,NASA_Marshall,,4,0.002664,0,0,0,0,37,0,37,0.493243
309,CPPGeophysics,,0,0.000188,0,0,0,0,2,0,2,1
310,radjanirad,,5,0.000188,0,0,0,0,2,0,2,1
311,LeafletJS,,0,0.000188,0,0,0,0,2,0,2,1
312,KQEDscience,,4,0.00019,0,0,0,0,5,0,5,0.75
313,marsrader,,5,0.000189,0,0,0,0,5,0,5,0.55
314,jtauber,,1,0.000188,0,0,0,0,2,0,2,0
315,RyanMaue,,0,0.000188,0,0,0,0,2,0,2,0.5
316,JyovianStorm,,1,0.000188,0,0,0,0,2,0,2,0
317,ProfSaraSeager,,0,0.00019,0,0,0,0,2,0,2,0
318,MichaelEMann,,5,0.00019,0,0,0,0,3,0,3,0.833333
319,UKCubeSatForum,,0,0.000188,0,0,0,0,2,0,2,0.5
320,AZGeology,,5,0.000188,0,0,0,0,2,0,2,0
321,ac_charania,,1,0.000191,0,0,0,0,10,0,10,0.533333
322,karpathy,,2,0.000199,0,0,0,0,6,0,6,0.233333
323,KirkDBorne,,0,0.000188,0,0,0,0,2,0,2,0
324,NASAdata,,5,0.00019,0,0,0,0,3,0,3,0.333333
325,aussiastronomer,,1,0.000191,0,0,0,0,4,0,4,0.666667
326,odsc,,0,0.000188,0,0,0,0,2,0,2,0
327,CopernicusEMS,,0,0.000188,0,0,0,0,4,0,4,0.666667
328,pixalytics,,0,0.000188,0,0,0,0,2,0,2,1
329,ISUnet,,3,0.002262,0,0,0,0,13,0,13,0.538462
330,qgis,,0,0.000188,0,0,0,0,2,0,2,1
331,dig_geo_com,,0,0.000188,0,0,0,0,2,0,2,1
332,wildlifegisgirl,,0,0.000188,0,0,0,0,2,0,2,1
333,geo_will,,0,0.000188,0,0,0,0,2,0,2,1
334,NatGeoMaps,,0,0.000188,0,0,0,0,2,0,2,1
335,CatherineQ,,1,0.00019,0,0,0,0,7,0,7,0.571429
336,Summer_Ash,,5,0.000188,0,0,0,0,2,0,2,1
337,seanmcarroll,,5,0.000189,0,0,0,0,5,0,5,0.15
338,AstroKatie,,1,0.00019,0,0,0,0,7,0,7,0.285714
339,GrubbWVU,,1,0.000188,0,0,0,0,2,0,2,0
340,SGACSSPG,,0,0.000188,0,0,0,0,2,0,2,0.5
341,RAX_2010,,0,0.000188,0,0,0,0,2,0,2,1
342,GEOINTsymposium,,7,0.00019,0,0,0,0,5,0,5,0.3
343,JohnDeere,,7,0.000188,0,0,0,0,3,0,3,0.333333
344,davidtlang,,1,0.000195,0,0,0,0,2,0,2,0.5
345,robglnn,,7,0.000189,0,0,0,0,3,0,3,0
346,EIJournal,,0,0.000188,0,0,0,0,2,0,2,1
347,AstroDot,,4,0.002316,0,0,0,0,13,0,13,0.538462
348,Toby_Bruce,,0,0.000188,0,0,0,0,2,0,2,0
349,bld175,,1,0.000188,0,0,0,0,2,0,2,0
350,uncseds,,1,0.000188,0,0,0,0,2,0,2,1
351,tamuseds,,3,0.000189,0,0,0,0,3,0,3,0.5
352,bzwingzero,,4,0.000188,0,0,0,0,3,0,3,0.5
353,mike_zwach,,1,0.000188,0,0,0,0,2,0,2,0
354,JConafay,,3,0.000188,0,0,0,0,2,0,2,0
355,herrea,,1,0.000188,0,0,0,0,2,0,2,0
356,sheila_A,,1,0.000188,0,0,0,0,2,0,2,0
357,BraxtonJulie,,1,0.000188,0,0,0,0,2,0,2,0.5
358,mtclemente,,4,0.000188,0,0,0,0,2,0,2,0.5
359,arma358,,1,0.000188,0,0,0,0,2,0,2,1
360,ruthie147,,1,0.000188,0,0,0,0,3,0,3,0.166667
361,madge707,,1,0.000188,0,0,0,0,2,0,2,0.5
362,DefenceBird,,7,0.000188,0,0,0,0,2,0,2,0
363,SpaceflightInc,,6,0.002303,0,0,0,0,13,0,13,0.294872
364,SpaceSpox,,0,0.000188,0,0,0,0,2,0,2,1
365,ZeroRobotics,,1,0.00019,0,0,0,0,6,0,6,0.766667
366,CAgovernor,,1,0.000188,0,0,0,0,3,0,3,0
367,newsycombinator,,1,0.000188,0,0,0,0,2,0,2,0
368,CanadianGISgirl,,0,0.000188,0,0,0,0,2,0,2,1
369,opengeospatial,,0,0.000188,0,0,0,0,3,0,3,0.5
370,CanadianGIS,,7,0.000188,0,0,0,0,3,0,3,0.333333
371,spacejammie,,1,0.000189,0,0,0,0,3,0,3,0.5
372,JosephGruber,,6,0.000188,0,0,0,0,3,0,3,0.333333
373,geolsoc,,4,0.000189,0,0,0,0,2,0,2,0.5
374,DannoCarp,,1,0.000188,0,0,0,0,2,0,2,0.5
375,elsisrad,,0,0.00019,0,0,0,0,2,0,2,0
376,nbatalha,,1,0.000188,0,0,0,0,2,0,2,0.5
377,NASAAmesAcademy,,1,0.000188,0,0,0,0,3,0,3,0.5
378,MaxCRoser,,2,0.000188,0,0,0,0,2,0,2,0
379,AnaSwanson,,2,0.000188,0,0,0,0,2,0,2,0
380,poezn,,7,0.000188,0,0,0,0,2,0,2,0
381,googleearth,,0,0.000188,0,0,0,0,2,0,2,1
382,ajturner,,0,0.000188,0,0,0,0,2,0,2,1
383,NVR_Ruimtevaart,,3,0.000188,0,0,0,0,3,0,3,0.833333
384,sharon000,,7,0.000188,0,0,0,0,3,0,3,0
385,donboyes,,0,0.000188,0,0,0,0,2,0,2,1
386,esricanada,,0,0.000188,0,0,0,0,2,0,2,1
387,NL_Space,,0,0.000188,0,0,0,0,3,0,3,0.666667
388,madscienceskill,,1,0.000188,0,0,0,0,2,0,2,0
389,kscottz,,0,0.000188,0,0,0,0,2,0,2,0
390,astrogeo,,0,0.000188,0,0,0,0,2,0,2,1
391,SithWitchHux,,5,0.000189,0,0,0,0,3,0,3,0.666667
392,SatNewsEvents,,3,0.000189,0,0,0,0,6,0,6,0.5
393,romn8tr,,1,0.000188,0,0,0,0,3,0,3,0.5
394,vrooje,,1,0.000188,0,0,0,0,2,0,2,0
395,mactavish,,1,0.000188,0,0,0,0,2,0,2,0
396,BteBrake,,0,0.000188,0,0,0,0,2,0,2,1
397,BritGeoSurvey,,0,0.000188,0,0,0,0,2,0,2,1
398,Amazing_Maps,,2,0.000189,0,0,0,0,3,0,3,0.333333
399,BarryDefense,,0,0.000188,0,0,0,0,2,0,2,0
400,USGIF,,6,0.000189,0,0,0,0,5,0,5,0.55
401,Astro_Jeff,,4,0.002437,0,0,0,0,17,0,17,0.702206
402,ScienceandSpace,,0,0.000188,0,0,0,0,2,0,2,1
403,WilksJeremy,,0,0.00019,0,0,0,0,6,0,6,0.533333
404,jbdimascio,,6,0.000188,0,0,0,0,4,0,4,0.25
405,ChipDowning,,0,0.000188,0,0,0,0,3,0,3,0.5
406,Space_cOOp,,1,0.000188,0,0,0,0,3,0,3,0.333333
407,AvWeekParis,,0,0.000188,0,0,0,0,3,0,3,0.166667
408,marcosantana,,7,0.000188,0,0,0,0,3,0,3,0.333333
409,JacquelynGill,,7,0.000188,0,0,0,0,2,0,2,0
410,MundoGEO,,6,0.000188,0,0,0,0,3,0,3,0.5
411,astro_carl,,2,0.000189,0,0,0,0,3,0,3,0
412,AlisonBLowndes,,1,0.000188,0,0,0,0,2,0,2,0
413,ImperfectSense,,1,0.000188,0,0,0,0,2,0,2,0
414,maartenzam,,2,0.000188,0,0,0,0,2,0,2,0
415,LatinasinSTEM,,7,0.000188,0,0,0,0,2,0,2,0
416,Firefly_Space,,4,0.002314,0,0,0,0,11,0,11,0.427273
417,AACClydeSpace,,3,0.00019,0,0,0,0,8,0,8,0.428571
418,SurreySatUS,,3,0.000189,0,0,0,0,4,0,4,0.75
419,SmallSat,,3,0.000191,0,0,0,0,5,0,5,0.4
420,GeospatialStuff,,0,0.000188,0,0,0,0,2,0,2,1
421,GeospatialXYZ,,0,0.000188,0,0,0,0,3,0,3,0.666667
422,NGA_GEOINT,,6,0.00019,0,0,0,0,7,0,7,0.595238
423,CelestialCess,,1,0.000188,0,0,0,0,2,0,2,0.5
424,rkerr46,,5,0.000188,0,0,0,0,2,0,2,1
425,AGUSciPolicy,,5,0.000188,0,0,0,0,3,0,3,0.5
426,JayAlver,,1,0.000188,0,0,0,0,2,0,2,0
427,Simberg_Space,,6,0.000188,0,0,0,0,2,0,2,0.5
428,CanadaInSpace,,0,0.00019,0,0,0,0,8,0,8,0.482143
429,nyrath,,1,0.000188,0,0,0,0,2,0,2,0
430,bernszukalski,,0,0.000188,0,0,0,0,2,0,2,1
431,bradscriber,,1,0.000188,0,0,0,0,2,0,2,0
432,SpaceArtAl,,1,0.000191,0,0,0,0,9,0,9,0.541667
433,SharonG,,1,0.000188,0,0,0,0,2,0,2,0
434,ricksternbach,,2,0.000189,0,0,0,0,2,0,2,0
435,Spaceboffins,,0,0.000188,0,0,0,0,3,0,3,0.833333
436,maximaxoo,,0,0.000188,0,0,0,0,2,0,2,0.5
437,milesobrien,,2,0.002686,0,0,0,0,23,0,23,0.428854
438,FAOForestry,,0,0.000188,0,0,0,0,2,0,2,1
439,AmericaSpace,,3,0.002212,0,0,0,0,13,0,13,0.307692
440,carolynporco,,1,0.002816,0,0,0,0,11,0,11,0.536364
441,PlanetDr,,5,0.000194,0,0,0,0,8,0,8,0.5
442,satispy,,7,0.000192,0,0,0,0,10,0,10,0.266667
443,SurreySat,,3,0.000191,0,0,0,0,8,0,8,0.446429
444,MayaJRodriguez,,3,0.000188,0,0,0,0,2,0,2,0
445,ChabotSpace,,5,0.000191,0,0,0,0,5,0,5,0.6
446,Jim_Bell,,5,0.000191,0,0,0,0,5,0,5,0.5
447,PlanetBye,,1,0.000188,0,0,0,0,3,0,3,0
448,ProfHughLewis,,6,0.000188,0,0,0,0,3,0,3,0.333333
449,CopernicusEMC,,0,0.000189,0,0,0,0,5,0,5,0.7
450,ObservingSpace,,0,0.000189,0,0,0,0,7,0,7,0.619048
451,eoportal,,0,0.000188,0,0,0,0,2,0,2,1
452,SpaceCampBoss,,1,0.000188,0,0,0,0,2,0,2,1
453,SpaceGurlEvie,,1,0.000189,0,0,0,0,4,0,4,0.416667
454,HopInSpace,,0,0.000188,0,0,0,0,2,0,2,0
455,RocketLab,,6,0.002392,0,0,0,0,19,0,19,0.380117
456,t_g_jones,,0,0.000188,0,0,0,0,2,0,2,1
457,TrimbleNews,,0,0.000188,0,0,0,0,2,0,2,1
458,GoGeomatics,,0,0.000188,0,0,0,0,3,0,3,1
459,ActingSecDef,,6,0.000194,0,0,0,0,8,0,8,0.642857
460,pcigeomatics,,0,0.000188,0,0,0,0,2,0,2,1
461,cubesat,,3,0.00019,0,0,0,0,4,0,4,0.333333
462,phalanx,,3,0.000188,0,0,0,0,4,0,4,0.666667
463,NilsdotterK,,3,0.000188,0,0,0,0,2,0,2,1
464,Crow_T_Robot,,3,0.000188,0,0,0,0,3,0,3,0
465,RandomSpaceFact,,5,0.000192,0,0,0,0,8,0,8,0.571429
466,PaulMarks12,,1,0.000189,0,0,0,0,5,0,5,0.2
467,mariella_moon,,7,0.000188,0,0,0,0,3,0,3,0.166667
468,alias_amanda,,1,0.00019,0,0,0,0,7,0,7,0.595238
469,housesciencegop,,3,0.00019,0,0,0,0,8,0,8,0.589286
470,Peter_Grindrod,,1,0.000188,0,0,0,0,2,0,2,0
471,AstroGingerSnap,,5,0.000188,0,0,0,0,3,0,3,0.833333
472,EmreKelly,,6,0.002305,0,0,0,0,11,0,11,0.363636
473,paulosaelias,,7,0.000188,0,0,0,0,3,0,3,0
474,SpaceAgNicole,,5,0.000188,0,0,0,0,2,0,2,1
475,AirbusSpace,,0,0.002376,0,0,0,0,15,0,15,0.509524
476,DrFunkySpoon,,3,0.000188,0,0,0,0,3,0,3,0.5
477,Bexwilx,,0,0.000188,0,0,0,0,2,0,2,1
478,Miquai,,5,0.000188,0,0,0,0,2,0,2,1
479,erichand,,5,0.000188,0,0,0,0,2,0,2,1
480,Lee_SalesLeader,,0,0.000188,0,0,0,0,2,0,2,1
481,jarimakinen,,1,0.000188,0,0,0,0,2,0,2,0
482,Astro_yyz,,0,0.000189,0,0,0,0,5,0,5,0.65
483,lauriecantillo,,4,0.000189,0,0,0,0,3,0,3,0.333333
484,willgater,,1,0.000188,0,0,0,0,4,0,4,0.166667
485,PeterKingCBS,,1,0.000188,0,0,0,0,3,0,3,0.666667
486,USAID,,6,0.00019,0,0,0,0,7,0,7,0.309524
487,UNDRR,,0,0.000188,0,0,0,0,4,0,4,0.833333
488,MikeOkuda,,2,0.00019,0,0,0,0,6,0,6,0.3
